ID,NAME,RATING,PHONENUMBER,NO_OF_REVIEWS,ADDRESS
1445980000031,4&20 BTk%dy L $gfe ,8.771728276781799,,162.97528764975112,305 % 4I% Sh% Nadisonk%*I 5*h04
1445980000032,h3 NoIth ,2.1753648716109764,,101.59391178157325,"N08 Ki@g S&! Mad@soI, WSO5!703"
1445980000033,45!5#Bkrgers & BBQ ,3.0447298310936817,,986.897595116719,"705fDiZis!de%o ST, San &r!nc!Tco, CA 94*17"
1445980000034,450T MeIts ,3.8795164686851127,,445.0,"1&F$rty BuUlding, &an Tl@ncisco, CA r4111"
1445980000035,49tt and oth Halal Food Trackx,5.101613455572309,,53.0,"4Q%h St atn6yh AJeS ve! Yu%*, $*R1Am1%"
1445980000036,5100 Bar & GrEll ,3.0,,20.905455764492164,"51yG Erling Av$, Mc!arhaZd,#WI 5V558"
1445980000037,5q Mou@%et ,3.125665305197195,,7.450749041790299,"Hj0 G &4th S!,nNeZ Yo**,JFY*10&*m"
1445980000038,541$ Impatadas ,7.2312804287362145,,1.1955673800527507,"CNicago,%nL"
1445980000039,5i Indo%hine Cuisfne ,5.986785052735311,(310) 572-6000,397.0,"540WmS!fulPeia%llvd,RCul@er@City, CAa902%0"
1445980000040,5!h Element Cokfee ,4.5,,15.634381959366166,"2510JzK$aeCsSty*#Ye,pMadi@o** WM 53705"
1445980000041,5th QSarten Sports Bar &IGrill ,6.103701681173277,,19.11915133072892,"!61 aorizon %r, Ve!onh,pEILi3593"
1445980000042,6 Deg!#es ,5.876888021061105,,148.0,"1935 N RR@eS, ChicaZo# bL%60@%7"
1445980000043,6L8 oertauVent and Bar!,4.208925160081378,,22.0,"212 %tate$yt, Mjdi@on, WI 53I0r"
1445980000044,6U LocaE ,2.6668697342595853,,298.82089635884176,"*1 Berg*n St, BjohklOn, *YL11@0k"
1445980000045,6J4 hine & SGirjts ,6.298003301518959,,376.5139168670355,"694 N MilNaukee#Ave& Chicago, IL 60*l%"
1445980000046,707 S!tt&r ,4.0,(415) 346-7979,318.0044358765966,"70! SutPer S&,%San#*rDmc%Cco, !A 94109"
1445980000047,fth&Aienue Holi*a% Ma%ke& ,3.0745036379524935,1445980000000,5.820507049525735,"*6th St 8tx A%eD$#ew York, OYA1i036"
1445980000048,9021PlO ,3.6366097376667015,,127.0,"7950 m S&nset BlvdF!Wjst Hollyw#o*, CA 900#b"
1445980000049,99b!ents the Lfmit InZorporj&ed ,3.5,,52.74791996320883,"2b45#Covey*IA!gnd Aver%KrooklR%,@NY 1&2o5"
1445980000050,9I FYvorbTastef,4.916357246404259,,767.3290989413385,"g85$Grand St, N*w *ork, NY 10002"
1445980000051,A,6.312559657289741,,1774.034554416362,"1d5#$NWashiBgton#$lv#,#@os@$nn*les, CA q0@6*"
1445980000052,A&* MhMarket*,3.542236015048072,(415) 931-2153,9.893275452849428,"v600 %uwtnr!St&fSai#Fr*&Xisc%, CAk9@109"
1445980000053,A Ba%er�۪w #alq ,6.23885261220397,,91.73693702238528,"21*7GW #&v#&#%C S$, CNi$$g%, #L 6!6m2"
1445980000054,A C!ef IY Your Kitchjd ,,,0.0,"@31%N&rthnS&,LPanD,&WI $$5#d"
1445980000055,A void Affair ,2.5323824094666767,(310) 557-9795,748.7458148013098,"1515yn Robert!on %lvd, to! AngeQe*, o% @0035"
1445980000056,A La Brasa ,4.5,(608) 251-1700,65.18490162100973,"15 nw@room St, MUdisMn,%WA 53#03"
1445980000057,A La DurIc ResZzuraft ,6.036744542187401,(415) 345-1011,739.2483460101123,"&69*Gu!!y St,*Sa$ FranciscoA CA 9410#"
1445980000058,ANDitWle Taste#,7.797753084361528,,41.910907423593926,"14! WK28t@*St,#NewZYoyk, Nm 10001"
1445980000059,AdWew Leaf Flowmrs Gnd eiftsQ,6.140947212073883,,3.0,"4106 $@noaa Dr, Lanison, Wu 5&716"
1445980000060,A Pig**KcS$FuB C!atO,4.5,,403.0307872877609,"940 Wil&samson%Xt, Ma&is*n, WI E370i"
1445980000061,A Taste Of Magic ,7.149643946169466,,35.0,"$33$#t& cSe& ManhaCtan, k#A10019"
1445980000062,A $.'s reNiKw spuVersailoEs Restaurao,3.573238622842325,,1492.6989110886843,"1$1b S@La C!ene&k&Bl&yx!LGs Angeles,j!% U003a"
1445980000063,A Woman�۪s Touch ,4.38610965908047,(608) 250-1928,42.0,"h%2 & Miping#I@n S*, Ba#is*n, WIa5370B"
1445980000064,AiW %vs!auran& ,6.536994524241359,,23.89990375656597,"450@ Ldke nir, Windsor, WI 5Dh9%"
1445980000065,A�۪pos$rovhe ,2.7237546524162335,1445980000000,7.794399440133654,"411 S *$iz *t, Los #nOe!&W,%CA I0#R3"
1445980000066,Am qhKna ,2.5,(608) 250-8888,18.833404776662483,"608 UVivers#ty Ave, Oad&son, WI 53q15"
1445980000067,ApA TaruetedzJri!idg & Coaching Fervicdsk,4.5,,20.363392829481647,"$41$ N #Qbrp St, Chicago, IL 6qK40"
1445980000068,Aardvark Pf$perty HaParT Analysis ,5.0,(310) 901-3102,27.0,"3I00 S Sepul%#d& W$v#, Los An@eles,BdA 90!34"
1445980000069,Aoro% S.'* r#viewRof %oti MediterraneI* Gril,3.5,(312) 236-3500,168.63263303992304,"W10#j!AdIxs, Ihicggy, #L 60606"
1445980000070,Xa*onils A!xthe!are ,5.142590784227524,,79.87176755276224,"K33%#A *$%rk%S*& %hicagL,DI$ 6%614"
1445980000071,warons RefIiger@tiop ,2.8292237885722744,,15.0,N$w yo$kM NY 10011
1445980000072,Aa!xAT,6.60994038001621,,100.0,"2@70OM#r%et St& Sa@ FrancisZj, CL!94x14"
1445980000073,Ad!e* Pubg& R*sQaurqntv,6.9068219144048495,,317.24529591834994,"&42f W G$ace St, Chic*gv, IL #06K#"
1445980000074,AWC PricsoT AuIV Sbrvice ,5.0,,3.995903753453592,"557 WG$7!h yt, $e@vYorH, TY 10018"
1445980000075,ABC C@t!henw,5.824730539793599,(212) 475-5829,1084.5203805072051,"35 E 1%sh St, pww York, NY 100I3"
1445980000076,obe%deen za&or Ballro*ms& !veot CKr$,3.5,,5.017280292961659,"*H6 Ballantrae@@&Z!Vahda#a$so, IN 463e5"
1445980000077,Abi%ael�۪s Re#tauran$ & CateRingL,5.513760598926061,(212) 575-1407,114.96151650750848,"r407*Brondway, New Y%@!, NY #0018"
1445980000078,Hb&an Gu%tar atd Music EdzcatGon ,6.850699445920721,(608) 385-2571,7.843036712704592,"1!48 WJKJnziI, $tPca!o, Iv 606$2"
1445980000079,QbsZnthe BraUsntiY & Zar ,7.164180225899341,(415) 551-1590,3349.690250464202,"%*y H@yeKDSl, SaX Fran%isc@I &A 94tI2"
1445980000080,jbsolu#ely Ppobulous ,5.860054514920664,,428.3074741638764,"3T0 # La Cie#egaNBl#L, WestLHollVwood,b#A c#&48"
1445980000081,Abuelo�۪H%,2.376281381664091,(608) 831-0739,76.0,"2%29 cm&in@ WaW, Mi$*letJn,T&I O35Qb"
1445980000082,A%uelo�۪s ,3.5,,120.7250527899702,"*22% &e&nng !ay, M*ddleton, W@ 53562"
1445980000083,ACA Fril* ,8.877193268691656,,226.39631829463536,"3062 & 8th St, Los Angel&sV CF 9@0q5"
1445980000084,Academ%Oxf Hh% Rang DO ,,,0.0,4512!r *ashington AveR MFdbsonSSW# 53B04
1445980000085,Accredited HomVoPerfoTmance TesJi$g ,9.806339171013342,,1.0,"2!b5 S Fi*h *tt!hery RV, AaFis%n, Wu@5%711"
1445980000086,Accfrate Tree Service ,,(608) 347-8510,0.0,"Wes@ M@SE@al #hinvTRdv!Mauison, W@ 535#2"
1445980000087,$cn Arbor Care &OLandscape ,5.0,,2.0,"S*nta Ana, C# 92&0H"
1445980000088,Ace HardwaEe ,4.207950923997805,,1.1767498094007371,"205 & CeVOury Ave, W$una&ee, @I %3597"
1445980000089,Jce Hardware Cexter ,4.308212629547246,,34.93536397244811,"139%JWill!$mso% St, Yadi@oWT$W& 53703"
1445980000090,Ace�۪s Main%Tap ,5.677702146883447,(608) 835-3330,3.0,"%21 S MZ&n S%,oOFe$on,&WI 535%5"
1445980000091,EYhcha Khjo ,7.83948042992982,,1.0,"Niles, IL 60*14"
1445980000092,Acierno DCntal ,4.749953267858766,,6.0,"129 nBRoYYlle RdS SchaE@burg,HIL 60&9f"
1445980000093,A*me@Bread CoGpanyS,3.299829230872493,,1003.1329316768931,"1&Feur& Bldg, SaUFFkanbiscc, Cr #4105"
1445980000094,IcquWRFlzo$,6.994535705141223,(415) 567-5432,1227.725308005154,"$r22@Sac*ament$ St*lSan%Fr@ncisco, CA P41&9"
1445980000095,Acquerello ,2.4307537345681967,,1288.8442426336385,"1*22 Sacram%ntD S$, S!n FranciWco,pCA 94@09"
1445980000096,Acwe CaHel,2.859590630622445,,70.59801015552813,"D0&% ToGzey A$e, Ste Bc12Y,&San Fra#cistoW HA 941@9"
1445980000097,Aktive NutWition ,5.917857505965114,,64.2794067156199,"2275 Mar**tnSt, SankFranciscQ,@CA 9@n@S"
1445980000098,Cda StreetR,4.5,,335.0,"X664 N Ado Su,$R&icago, IL$6!642"
1445980000099,Adab�dq Mediterranean Grill & CaF̩ ,4.255424112616681,,331.6456890862401,"Cm42 Frmnklie St,*Ba#lNnd,BCA#9&6#$"
1445980000100,AdaMah Neigh$orho%d TaOle ,3.0,,2.0,"611 Lan&d%n#Xt, %a@@soI*KWUW5370U"
1445980000101,ADC*FE*oTs ,7.737044735374819,(800) 232-0342,41.0,"6$39 N PytDski @d, Cyi&*%c,WIP 60J46"
1445980000102,AdnolaA,4.689277069285994,(212) 273-0737,125.0338273890863,"4qU!W y3r# xt, New Yor%h N# 1%%!6"
1445980000103,Adm!t wompute& Services Lbq ,,(608) 244-7800,0.0,"16NX Yus!%n p$l &adi!on, WI 53704"
1445980000104,AGobe Bluqs ,6.337089080187477,,162.0,"63QLa@aye#te Av@, Sta$%n bsla#d* NY 10301"
1445980000105,AASZ XJR Aeto #epaiI ,6.097488137576561,,7.851697793865087,"4r1 W 37th #t,qNCw YEck, NM$M00S8"
1445980000106,A$vanced PainxManagesente,1.9759951136502183,,1.0057713729132227,"2U! * ba*G #te Mad$!on, &I 53!15"
1445980000107,AdvocaSe Chivdren�۪s Boyp#Kal ,4.721638006851176,,5.751011006181648,"1675KDemEstDrISX, Park *!qge, IL 6H068"
1445980000108,Admar Ananda !Qayanj,6.792195358041582,(212) 750-6666,206.28626115114938,"1!!1 1$t &ve, NVhCY&rk, Ne&1r!22"
1445980000109,yegir TradingbdjyQrprises ,4.700966386770699,(818) 972-9038,90.87971806352125,"1@13 W %agno$iarBlvd, B&rba#!, $T 9150%"
1445980000110,Afghan #Bwab House HIi,4.338313898209761,,211.33647879048584,"1345 2ed Ave! Ne! &orj, NYu1002e"
1445980000111,%frica* Amnrmcan Best FF#* ,2.5,,3.7289312817995945,"4Y@ MF@@olm X ByHd, New Y&rk,BNY 10037"
1445980000112,WfterlicD yn#ibues!& OdJities ,6.8999649872986355,,9.72245088193264,"2g*2 Acwood dvef padiAon,OWf 53704"
1445980000113,Agelesn Cowcrete ,7.125767916455766,,1.0,"%5p!pCty !% @!,@Mad!so@, WE 5v704"
1445980000114,Agent Drovocatvur ,4.993195241734523,,17.0,"47rEzO*k St, #hTkago, I*#60611"
1445980000115,Agent Pr*vocateur ,4.744188246158805,(415) 421-0229,207.0,"54%Geary S%,@Svn *rancisc*, C!%9!108"
1445980000116,%H Smith CuNtom %loo!s ,,(608) 335-9040,0.0,"2650h$&pXs#inLton, MaHis&n, WB 5370%"
1445980000117,Ahgassi Gojchang ,5.223327765508422,,337.16789509472966,"3744 WVBtF St, L%sFAngele!e SA 90005"
1445980000118,aicha ,5.036764558034531,,341.0,"n!03 !olk SF, San Fr&nces%%, CA 9O109"
1445980000119,$*CK ,2.5742546938125788,,121.0,"132 !reen*@%ve,%BrKo%lyn$ TY$n1D*8"
1445980000120,AJ Bombe$s ,3.5,(608) 305-4474,79.0,"201 & So@hGm St,!M!Miso%DeWInc3*03"
1445980000121,AJ�۪s cizheNia mnr DiPer ,2.1688924134952225,,14.0,"300 # %ain$#U,JVeroQ*,!WI%M359u"
1445980000122,#K XuXs ,5.194636473581994,,387.8468559571823,"3S7 8thDSt, San#FrancisPo, CAr94103"
1445980000123,AKAyAbtoTotiRe ,,,0.0,"6780 DepoA S%,u%iC!Co%g W@ 535$8"
1445980000124,AkbarK,3.7915942668330094,,504.73557829636206,"43DIpW%%G&Yet $lvdD L#s NngelSs, C$i&0r29"
1445980000125,Aki A.'s reviyw oM goe's Shangua,6.398156272794081,,6020.791004288858,"@ Pegl St, New Yorn, NY j001#"
1445980000126,Akcho�۪s ReQtaY!anA ,7.141429544266883,(415) 397-3218,1232.0,"4p1 !u$h St* SanXFrancisco,@CA 94108"
1445980000127,Al,1.580624601008125,1445980000000,1.0,"236 $ DIvisioy!StM ChIc$go, IL !061v"
1445980000128,Dlvddin SweetR & RestahJknt ,5.455293005393955,(718) 784-2554,33.88338358118869,29P6&W!!h*Ev@@ Astor%&@ $Y 11106
1445980000129,AlamU&a ,4.668503028784136,,94.58708888158307,"195 Fr@n$*$ntJt, B#o@&lyn& NY 11222"
1445980000130,BlaD Koa walon & Spa ,6.361772178802649,,40.79850710488254,@02 S$a$e S@hIMadis!nA WI !37$3
1445980000131,Al&ert$۪s@MeuiHxn GrFll ,2.2715636806742543,,51.748786843788864,"521u BNverly BlfT, L*s qngelvs, C& 90004"
1445980000132,AlbertiDG�۪m ,3.8684994398591592,,18.545194864320518,"18!7 Lombar$ S#,Bman GBau&iRce, @A!9$E2&"
1445980000133,AlbertC!۪smMofongo Ho&se ,2.031147756797571,,29.65156198116176,"4A62 wro*dIayi eew Yo%k,&N! A00b4"
1445980000134,LObiraU۪s GrilP&,5.1143430405871415,(323) 373-9670,52.01375823793713,"2*51 Crenshaw$BlTG,%Lo% Angeles,!QA &001@"
1445980000135,AgbonP RsstorZnkc IstrianoU,4.519082131665913,(415) 441-1040,512.7512707066189,"P4f %rjncisco zt, Ba$ FroncisDo%%CXs94133"
1445980000136,Alborz Persian nuisisev,3.5,,256.0,"#24G @an *ess Afex Ssn Franc@s&#, CA 9410M"
1445980000137,Alchem@ ,6.360673534710651,,253.0841467193277,"1980 AtwQod Avo# Mad@V&n,A*I 53c%4"
1445980000138,Alcove Caf̩ & Bakery ,7.396175288019484,,2205.4224596287586,"19w9 Hhllhurs@ Ale, LosLAngeqeI, C*&r00&7"
1445980000139,AQdo�۪s@Cafek,3.784987936630616,,20.0,"330 $$wrc$crd St,YMadiso!, qI 5O71a"
1445980000140,&le AsylumB,5.880305059849176,(608) 663-3926,149.0,"F%0d#PankraVzhSt, Mawioon, WI 53704"
1445980000141,A*egriaY ,4.0,(415) 929-8888,1012.9800303836702,"I*1k !#mbard St,@*OBeFra$&imco,q*A 9m$23"
1445980000142,Alrx & Aldo ,4.75931571492257,(708) 354-1390,24.0,"a%0 E 31s**S$,$La&Ika@g& Park, IL 6q526"
1445980000143,AleA CateWingI,7.74095556182362,,16.83322582528804,"Los anFeles,vCA 9e046"
1445980000144,Alex f.'# review of RuTscan TYg Tnm,3.6975643385101264,(312) 360-0000,374.0,"7vgE $drKs%!t@!&hic&go, ILN60603"
1445980000145,AkGn SaD@utos ,7.515623279009374,(608) 345-9009,2.914351699127713,"429 G#mmon P#, MawEszn, kI 53$1t"
1445980000146,AlQxa$der�۪s Steakhoune ,4.5,,99.7897885281685,"111 N Lo* Roble!&Ate,$Pasadena* CAa911Nd"
1445980000147,AdexandrmN,3.5,(212) 255-3838,107.26913795512287,"4a5 Hudson StO dew York, tR#10014"
1445980000148,ApexDQtria #alaca ,4.0,,1.8338908230871667,"n33%W%NidU Av!,OJmrsey C%ty,ONJ *730@"
1445980000149,Alexis M.'s review&of &ishmarket RefQauran,8.279141208664894,,239.19539475670476,"111 !ouE& *t, Ne! *orks N* 1$038"
1445980000150,AlexiJ M.'s rev!eWJof ScCma'sjOf Sagsllit,3.5,,734.8477657919008,"588 Bridgeway, Sau@algw!,zC% 949*5"
1445980000151,Olfie�۪z ,7.769664092264128,,430.5476574884448,"8L0 9th Evei Ne# Por!,oN# 10@19"
1445980000152,AlfiozBoutifue I&adOana ,8.677402004047714,,21.04497181542679,"@26 v%stro St,SSan #B#o&iszo$ CA #4114"
1445980000153,Ali C.'s review oj Txe Halal!GYy,6.444000531981237,,119.0,"#2& T@$t$rd$$!AYe, New York, N$@1n0%V"
1445980000154,Alibi Rfo* ,4.0,,1207.0,"b2236S! W#shinMtYF Blvd@ LW% Ance$es,@CA ty06G"
1445980000155,Ali$e#۪s !eOtaXrant ,7.54729861916301,,7.0886292691615544,5461 !$fiv&dign$!tX Chicsgog IL*60$C*
1445980000156,AHiment ,4.0,(415) 829-2737,236.07204579054135,"786*BuFh SN, Sa# F&aTDisco,&$A H!U08"
1445980000157,jlimentT ,2.328489630335139,,470.0,"507 C*$u#bu@ ove$ *wn%Fran$isco,*uA 94&@3"
1445980000158,&lineaw,6.874088784152374,,1834.8034635053398,"17q* NTHaY*ted St, Chicago! IL %0@14"
1445980000159,Alibea ,4.5,(312) 867-0110,1391.9015495304122,"k#23ZN Hals$ed St*pDhi&a@o,*I$$6061*"
1445980000160,All About *he BZead ,4.0,,566.5904927437729,7!11 Melros# %ve& ldFQJn#hle#v CA 9S0$6
1445980000161,Alm Ame*vcanKQiner ,3.649977708483927,,5.451342850749118,"1 StWt*GSt, vewlXork, NYT100P4"
1445980000162,Anl GoRdOPiSza ,6.829782378288544,(415) 933-9384,213.9911879595643,"1605F&ervold#Ave, San@F@ancisco, C@ 94124"
1445980000163,All The W#y ,5.0,,4.6659534703649745,"250 W@52Nd SOt#Manhatt#n,#w*#10%@9"
1445980000164,All ThdnIsdSharp ,4.1298752721043765,,5.9952866301099705,"El Cez&ito,!hA 9453#"
1445980000165,ABlS۪ Angolo Pizza & Pasta ,2.618496184929419,,594.4335050033849,"L05Q Wq&idU*t$ Los AngUles,@C% !002T"
1445980000166,Yl&�۪Ahqua ,3.5861408967168895,,221.0,328% w!enhale!B%vCp !os AngeF&L#DCAO9003i
1445980000167,AllegMa Print & Imagin& ,9.417783792855172,,4.0,"4$4 !tdjB#Z C@X *rancisco, C% 94103"
1445980000168,Allegro eomano ,4.0,(415) 928-4002,631.5359746953247,"1701 JEnes St, San FrMnc$sco, CstJ4&Dl"
1445980000169,Allstate InsurVYce: Tobf Gentile ,6.079012807898066,,1.0,"1*C #Nrthwest Hwy,mParC &imge, $L 6&068"
1445980000170,!lMerA,2.7913547294687415,(718) 855-5288,189.0,"111 Front St, %rooklyn, NY&1120#"
1445980000171,Almond Tribeca ,5.0,(212) 431-0606,18.167711308146927,"1C% Hrank!in St, N#L Yor!, $w 10#1%"
1445980000172,c@t&۪ N jac$�۪s Town Tap#,7.014806974174713,,17.87596464639528,"2602 !ha%Yn Ln,J!adisfnw kI 5371B"
1445980000173,A$ta CA ,4.0,,264.2302801774305,1#20 Mark*t Nx* Sa@ rrpncisMoa CAyx41jd
1445980000174,Rlta CaLifor#iG Fonda ,4.5,,217.52925989679125,"H303 $ P@c& B%vd, Lo@ A$geles# C# 90v19"
1445980000175,Altered StAtes Altmrations*,4.5,,11.021915431449553,"o853 North!orn Dr!%Madyso$,#W$ 53704"
1445980000176,Aey&sahC.#s review of Jay'sCVheeFestea,5.173126623879582,(415) 771-5104,278.0,"##3 Div@B!dFro St,WSa* Franc&scdo *A%!*117"
1445980000177,AmaT B.'s rhAiewsof ABC Eriuson Auxo PeDjic,7.851472593361737,(212) 604-9801,4.0,"5B& %W%tth Tt,uFewFYo@k, N& v0018"
1445980000178,AaalfiFTisWozante ,4.0,,32.0053691948943,"4&5 MUSnoli@ Wve, Larks*uHy CA$949zw"
1445980000179,AXalia�۪s RDstaurant ,6.521373852228655,,221.0,"X51 N ViUgil*Ave, !M& AngEle@, CQ 9X029"
1445980000180,Ama@dQ!H.ls reMlew of Ovo,3.0,(415) 431-7700,6.0,"2@95 Mar@$t So,!Saw FranciscX, CAs9@*&4"
1445980000181,AxavelD�%L Sjuth A%ricankKitcheK ,6.261350052939838,(415) 536-5900,251.23649440132476,"101 Up#zh nt, S$h FX@#Hi%cog CR 94#05"
1445980000182,w*azebow$s ,4.755426730129855,,84.01676054794277,"Los An#eQ&s, CC s%b07"
1445980000183,AmQrica ChUice Travek Agenc* ,1.0908671721900247,,3.524762447897711,"1330*Ave of the Am%&ncaq, New york Cityb NY &0g%9"
1445980000184,vmerYca�۪sp#est Contacts & vyeglasses ,1.994358710615591,(708) 423-2020,12.803808630829003,"h*3@ S C$c&%o Ave$ Oak !awn,@aE Z&453"
1445980000185,Akeri!an AtrDines AcmpoalsgClub ,2.7949975802895035,,129.0,"C$icago O'Har%%In!e&*atiopal A$rpkrt, C!icag%, IL&606!X"
1445980000186,AmOrican Legion ,,,0.0,"J%0* N@LiOcoK* AveR dineolnw@oC, nL 60712"
1445980000187,AmLrican Wi$dburger ,7.345839176229331,,17.05918948371282,"12*4&N Halst$g**t&*e@ic!gq, %L!6x642"
1445980000188,AmerVcaJa Grill ,3.5,(415) 387-2893,329.9372653807766,"tF28-3*3% Balboa Stj San Fr$$ci$c&, CAbwo12%"
1445980000189,AmeripHint ,5.064070761604544,(608) 837-5010,2.0,"1V08 Sunf%eld St, S#n Prairie,NWIfT359*"
1445980000190,AmeriprintP,2.868877244893415,,3.760660981663495,"1708 Sunfi%l%fSP, Sxn P$*Nrie, W% 53590"
1445980000191,%mUritBliat,5.413611471194157,,133.8016113547437,"13&3$S##i#ri!an AveP Chicago, ILR60#05"
1445980000192,Amie%R.'s review oGBManxg Hsokah Lotng,4.0,,21.78203416557242,"25-74 St@UnwHY St& NTw Ydrk, @Y &!K03"
1445980000193,Amjt I.'s rzvLew owmHuE$ard Av@Aue Dj&e,5.235623316477718,,189.08844688234538,"744SX#ub@$rWf*ve,&w&ddZeton, !!%53562"
1445980000194,AME Kitchen *ari,6.253833665870644,,59.19828840812199,"B954 W A@mitage, Chycago,AIV m06%C"
1445980000195,e$̩lge ,6.242637408227955,,1040.0,"22WW 8th*St, New Cork, N! y0011"
1445980000196,Am̩lie ,4.230961088607881,,1298.352602801546,"*%54 Polm St,%Sa& KrCncisOo, CA#94109"
1445980000197,AmoebaHMusic ,4.5,,1373.0,"640iMW $uyz!N BNq%,xLos&ArgeCe@, C@ Cjb28"
1445980000198,Among Friend! Pet & House S*mting*SehviBe ,6.4361128279685715,,0.879261112289552,"Saq $os@,WCA 95101"
1445980000199,AmTrino ,3.6995741930694805,,62.76218240623553,"dQ8%# State St, @hiBago, ID 60R10"
1445980000200,Amper#anp ,5.307202248222879,,14.602469665956527,o94gW&d AveNnFew Yorkd @Y 1I010
1445980000201,Amsterd%m ,2.7130075638114137,,2.0,"%17 LFl%@a&son &t, Madi$*n# WI 53Z03"
1445980000202,A$usedV,4.5,(212) 799-0080,11.0,"1q2 W 8yrd#$t# Ue$#YArk,#&G!1$nn4"
1445980000203,Umy Duong Kim ,4.5,,31.704370356159053,"425oW. No%th Av*.,HCh!cawK, IL 6O610"
1445980000204,AmynDuCng Kim ,4.5,,32.0514816002104,"425mW. !nrth A@z., &dicago,%IL$!06Q0"
1445980000205,Ahy Ruth�۪s ,7.681170905449923,,1358.0,"11& W 116th%St, New !orx, NYw1m026"
1445980000206,fnaRo@ue ,4.0,,159.0,"25#3ON nitwauka@#Ave, CBicapo, ZL@L064G"
1445980000207,AuandD cuira ,2.5367163321149433,,669.6791164056639,"Nm9YhMarkVtrSt, SanwFMa$nfsAo,kCA W4102"
1445980000208,Unar Re#taura&t ,7.354660183361481,(415) 543-2627,321.8444460144939,"937 H$rr@Son&Sy, SK!E#ranciUc&, O& 9$l07"
